model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_type
 E Class,2001,3990,Automatic,60997,Petrol,325,29.4,2.0,merc
 2 Series,2020,22875,Semi-Auto,13,Petrol,150,50.4,1.5,bmw
 Mondeo,2019,20000,Manual,23,Diesel,145,65.7,2.0,ford
 Fiesta,2019,13998,Manual,14330,Petrol,145,58.9,1.0,ford
 CLS Class,2016,21490,Semi-Auto,28415,Diesel,160,51.4,3.0,merc
 TT,2017,18781,Manual,18892,Petrol,150,46.3,2.0,audi
 Focus,2012,6995,Manual,36000,Petrol,145,47.9,1.6,ford
 1 Series,2018,14724,Manual,24676,Diesel,145,62.8,2.0,bmw
 Q3,2017,22495,Manual,32713,Diesel,160,50.4,2.0,audi
 3 Series,2019,33950,Semi-Auto,5039,Diesel,150,52.3,2.0,bmw
 RAV4,2016,14295,Manual,31887,Diesel,125,60.1,2.0,toyota
 Octavia,2016,11695,Manual,24102,Diesel,20,70.6,2.0,skoda
 Yeti Outdoor,2017,12740,Semi-Auto,20497,Petrol,125,51.4,1.2,skoda
 Fiesta,2016,6395,Manual,31562,Petrol,125,54.3,1.2,ford
 X1,2017,21800,Automatic,15313,Diesel,150,60.1,2.0,bmw
 3 Series,2013,9295,Manual,55125,Diesel,30,62.8,2.0,bmw
 Auris,2016,13495,Automatic,35417,Hybrid,0,72.4,1.8,toyota
 Fiesta,2017,9420,Semi-Auto,40792,Petrol,0,57.7,1.0,ford
 Yaris,2016,9395,Manual,2845,Petrol,30,58.0,1.3,toyota
 Aygo,2018,7998,Manual,15111,Petrol,150,68.9,1.0,toyota
 C Class,2015,14313,Automatic,50211,Diesel,20,64.2,2.1,merc
 E Class,2017,22998,Semi-Auto,9926,Diesel,150,65.7,2.0,merc
 Yeti Outdoor,2017,11495,Manual,54066,Diesel,150,62.8,2.0,skoda
 Grand C-MAX,2016,9995,Manual,14621,Petrol,30,54.3,1.0,ford
 Focus,2017,12490,Manual,25892,Diesel,0,74.3,1.5,ford
 Fabia,2020,13850,Manual,1474,Petrol,150,50.4,1.0,skoda
 Focus,2018,13442,Manual,6850,Petrol,145,57.7,1.0,ford
 Focus,2017,10820,Manual,15892,Petrol,20,61.4,1.0,ford
 Tucson,2019,18495,Manual,9109,Petrol,145,35.3,1.6,hyundi
 Focus,2017,10250,Manual,14950,Petrol,145,61.4,1.0,ford
 GLC Class,2015,23549,Semi-Auto,38254,Diesel,125,56.5,2.1,merc
 Focus,2019,16998,Manual,18875,Petrol,145,60.1,1.0,ford
 Fiesta,2019,14070,Manual,44,Petrol,145,58.9,1.0,ford
 A3,2016,14821,Manual,38786,Diesel,20,64.2,2.0,audi
 A Class,2019,23490,Manual,300,Petrol,145,47.1,1.3,merc
 A3,2009,5295,Manual,63899,Petrol,200,40.9,1.6,audi
 C Class,2016,15495,Manual,28900,Diesel,20,70.6,1.6,merc
 A3,2016,22950,Semi-Auto,43296,Petrol,200,40.4,2.0,audi
 Q5,2016,24430,Automatic,64685,Diesel,240,42.8,3.0,audi
 Q5,2015,19990,Automatic,43000,Diesel,200,45.6,3.0,audi
 Mondeo,2007,1495,Manual,127000,Petrol,260,37.2,1.8,ford
 Fiesta,2017,8000,Manual,20901,Petrol,145,54.3,1.2,ford
 SLK,2006,6850,Automatic,65000,Petrol,565,28.0,3.5,merc
 Fiesta,2017,8500,Manual,13196,Petrol,0,65.7,1.0,ford
 I30,2019,23970,Manual,20,Petrol,150,34.0,2.0,hyundi
 C Class,2017,13900,Manual,47608,Diesel,20,68.9,2.1,merc
 Fiesta,2016,7798,Manual,56459,Petrol,0,65.7,1.0,ford
 Q3,2019,30500,Automatic,5007,Diesel,145,48.7,2.0,audi
 Focus,2016,7798,Manual,63664,Diesel,0,74.3,1.5,ford
 GLA Class,2020,27998,Semi-Auto,3930,Petrol,150,35.8,1.6,merc
 Kodiaq,2018,19995,Manual,10840,Diesel,145,52.3,2.0,skoda
 Octavia,2017,14330,Semi-Auto,15586,Petrol,145,56.5,1.4,skoda
 A4,2019,24480,Semi-Auto,16211,Petrol,145,38.7,2.0,audi
 Fiesta,2018,11110,Manual,18447,Petrol,145,65.7,1.0,ford
 Aygo,2016,6478,Manual,30204,Petrol,0,69.0,1.0,toyota
 Yaris,2013,8495,Automatic,54913,Hybrid,0,76.3,1.5,toyota
 CLA Class,2017,25900,Automatic,25517,Petrol,145,40.9,2.0,merc
 A Class,2018,19995,Semi-Auto,2348,Petrol,145,53.3,1.3,merc
 1 Series,2019,22995,Manual,3000,Petrol,145,44.1,1.5,bmw
 C Class,2017,16500,Semi-Auto,14077,Diesel,145,64.2,2.1,merc
 A3,2019,23990,Semi-Auto,9499,Petrol,145,41.5,1.5,audi
 Tourneo Custom,2019,18995,Manual,25587,Diesel,145,32.5,2.0,ford
 Fiesta,2019,13497,Manual,2218,Petrol,145,58.9,1.0,ford
 RS3,2019,43785,Semi-Auto,10,Petrol,145,30.1,2.5,audi
 Kuga,2019,18900,Manual,6221,Petrol,145,39.2,1.5,ford
 3 Series,2019,31980,Automatic,123,Petrol,145,41.5,2.0,bmw
 GLA Class,2015,17498,Semi-Auto,25909,Diesel,125,56.5,2.1,merc
 Q2,2019,21990,Semi-Auto,5445,Diesel,150,47.9,1.6,audi
 1 Series,2016,14652,Manual,9461,Diesel,20,70.6,1.5,bmw
 X3,2015,18192,Manual,33269,Diesel,160,52.3,2.0,bmw
 C-HR,2018,17990,Automatic,14000,Petrol,145,47.9,1.2,toyota
 2 Series,2019,21680,Semi-Auto,8994,Petrol,145,47.9,2.0,bmw
 EcoSport,2017,9998,Manual,32465,Petrol,125,53.3,1.0,ford
 Focus,2012,4995,Manual,81000,Petrol,145,47.9,1.6,ford
 CLA Class,2020,29998,Automatic,1000,Petrol,145,44.8,1.3,merc
 M5,2016,35995,Automatic,39200,Petrol,555,28.5,4.4,bmw
 X3,2019,53950,Automatic,3512,Petrol,145,24.8,3.0,bmw
 Fiesta,2018,10750,Manual,9976,Petrol,145,64.2,1.1,ford
 GLE Class,2019,47499,Semi-Auto,5509,Diesel,145,36.7,3.0,merc
 Focus,2017,12500,Semi-Auto,8593,Petrol,125,51.4,1.0,ford
 E Class,2015,13990,Automatic,34000,Diesel,125,58.9,2.1,merc
 5 Series,2018,25998,Semi-Auto,19479,Diesel,145,46.3,2.0,bmw
 A3,2016,12999,Manual,18663,Petrol,20,60.1,1.0,audi
 Rapid,2016,6790,Manual,44994,Petrol,20,57.7,1.2,skoda
 B Class,2015,13998,Automatic,34739,Diesel,125,56.5,2.1,merc
 1 Series,2010,7990,Automatic,60000,Diesel,145,53.3,2.0,bmw
 Fiesta,2018,14995,Manual,16504,Petrol,145,40.3,1.5,ford
 Fiesta,2013,5498,Manual,53545,Petrol,30,54.3,1.2,ford
 Q3,2019,28490,Semi-Auto,6573,Diesel,145,47.1,2.0,audi
 2 Series,2020,26995,Semi-Auto,3500,Petrol,145,50.4,1.5,bmw
 Superb,2019,17490,Automatic,10587,Diesel,150,62.8,2.0,skoda
 1 Series,2015,11695,Automatic,58620,Diesel,20,67.3,2.0,bmw
 B Class,2015,13498,Semi-Auto,20789,Diesel,20,67.3,1.5,merc
 Yaris,2020,16691,Manual,1000,Petrol,145,47.9,1.5,toyota
 Fiesta,2018,10370,Manual,34292,Petrol,150,65.7,1.0,ford
 A1,2019,18995,Manual,7564,Petrol,145,51.4,1.0,audi
 Yaris,2016,8298,Manual,19948,Petrol,30,58.0,1.3,toyota
 2 Series,2019,22395,Semi-Auto,2504,Diesel,145,68.9,2.0,bmw
 X3,2018,31000,Semi-Auto,20290,Diesel,145,48.7,3.0,bmw
 6 Series,2017,22991,Semi-Auto,23451,Diesel,200,49.6,3.0,bmw
 X5,2019,51950,Automatic,5984,Petrol,145,27.2,3.0,bmw
 i3,2017,21494,Automatic,16867,Hybrid,135,470.8,0.0,bmw
 Fiesta,2017,9997,Manual,17855,Petrol,145,64.2,1.1,ford
 6 Series,2019,33980,Semi-Auto,10813,Diesel,145,53.3,3.0,bmw
 CL Class,2020,28319,Semi-Auto,1000,Petrol,145,44.1,1.3,merc
 A5,2016,16900,Semi-Auto,30275,Petrol,205,42.2,2.0,audi
 C Class,2015,13498,Manual,38438,Diesel,20,70.6,2.1,merc
 Fiesta,2016,8250,Manual,37000,Diesel,0,78.5,1.5,ford
 B-MAX,2015,7299,Automatic,37216,Petrol,165,44.1,1.6,ford
 Fiesta,2018,9900,Manual,32423,Petrol,145,65.7,1.0,ford
 GLA Class,2014,23495,Semi-Auto,27265,Petrol,235,37.7,2.0,merc
 Fiesta,2017,9700,Manual,23830,Petrol,145,65.7,1.0,ford
 Focus,2015,7871,Manual,37012,Petrol,20,61.4,1.0,ford
 I20,2014,5570,Manual,36642,Petrol,30,57.6,1.2,hyundi
 Verso,2017,13995,Automatic,26000,Petrol,145,43.5,1.8,toyota
 Octavia,2017,13998,Semi-Auto,8139,Petrol,145,57.7,1.4,skoda
 5 Series,2017,24998,Semi-Auto,24769,Diesel,145,60.1,3.0,bmw
 Superb,2019,18998,Semi-Auto,16498,Diesel,150,62.8,2.0,skoda
 C Class,2018,26295,Semi-Auto,10069,Diesel,145,57.7,2.0,merc
 C Class,2017,22495,Semi-Auto,13919,Diesel,145,61.4,2.1,merc
 A5,2019,29290,Semi-Auto,1822,Petrol,145,39.8,2.0,audi
 Mustang,2019,39998,Automatic,5000,Petrol,145,22.6,5.0,ford
 Focus,2009,2395,Manual,102000,Diesel,30,58.9,1.6,ford
 Fiesta,2017,10998,Manual,2033,Petrol,0,65.7,1.0,ford
 4 Series,2017,17495,Manual,13471,Petrol,145,46.3,2.0,bmw
 A6,2016,20995,Semi-Auto,23700,Diesel,30,61.4,3.0,audi
 Fiesta,2019,15200,Manual,6603,Petrol,150,58.9,1.0,ford
 C Class,2017,37199,Semi-Auto,5376,Petrol,145,35.3,3.0,merc
 Kuga,2018,16495,Manual,29428,Diesel,145,54.3,1.5,ford
 4 Series,2017,20910,Semi-Auto,16448,Diesel,145,65.7,2.0,bmw
 B-MAX,2013,5895,Manual,35000,Petrol,145,47.1,1.4,ford
 Fiesta,2018,10990,Manual,13474,Petrol,145,65.7,1.0,ford
 C Class,2015,12490,Manual,68600,Diesel,20,68.9,2.1,merc
 Fiesta,2018,10597,Manual,11224,Petrol,145,65.7,1.0,ford
 Focus,2018,12250,Manual,8586,Petrol,145,60.1,1.0,ford
 Yaris,2017,9000,Manual,14078,Petrol,30,58.0,1.3,toyota
 M4,2019,45999,Semi-Auto,2373,Petrol,145,34.0,3.0,bmw
 Mondeo,2017,15499,Automatic,10162,Petrol,235,38.2,5.0,ford
 X1,2017,18900,Automatic,33514,Diesel,145,60.1,2.0,bmw
 E Class,2019,45980,Semi-Auto,10491,Petrol,145,32.5,3.0,merc
 3 Series,2017,16400,Automatic,66782,Other,140,134.5,2.0,bmw
 Focus,2016,14650,Manual,22822,Diesel,20,67.3,2.0,ford
 A1,2016,12599,Manual,26586,Petrol,30,56.5,1.4,audi
 EcoSport,2017,8500,Manual,27400,Petrol,150,53.3,1.0,ford
 A1,2019,20000,Semi-Auto,5000,Petrol,145,45.6,1.0,audi
 Q7,2019,49950,Automatic,6125,Diesel,145,33.2,3.0,audi
 Fiesta,2015,8298,Manual,15673,Petrol,0,65.7,1.0,ford
 RAV4,2016,20800,Automatic,38101,Hybrid,20,55.4,2.5,toyota
 Octavia,2019,19490,Automatic,4211,Petrol,145,47.9,2.0,skoda
 Tucson,2019,14995,Manual,10193,Petrol,145,34.9,1.6,hyundi
 C Class,2019,29995,Automatic,2343,Diesel,145,61.4,2.0,merc
 Octavia,2019,16298,Semi-Auto,1787,Diesel,150,72.4,1.6,skoda
 Q5,2017,26500,Semi-Auto,67223,Diesel,240,42.8,3.0,audi
 RAV4,2019,27570,Automatic,15581,Hybrid,135,52.3,2.5,toyota
 Q3,2017,17990,Manual,30949,Diesel,30,61.4,2.0,audi
 Yaris,2016,12750,Automatic,17412,Hybrid,0,78.0,1.5,toyota
 RAV4,2005,3695,Manual,105000,Diesel,300,39.8,2.0,toyota
 A Class,2015,13177,Automatic,18284,Petrol,125,50.4,1.6,merc
 A3,2018,29990,Semi-Auto,21500,Petrol,145,43.5,2.0,audi
 Fabia,2019,12798,Manual,4727,Petrol,145,61.4,1.0,skoda
 Q3,2016,17898,Manual,15982,Diesel,30,60.1,2.0,audi
 A4,2016,15697,Manual,31139,Diesel,20,68.9,2.0,audi
 Fiesta,2017,10290,Manual,10609,Petrol,0,65.7,1.0,ford
 Yaris,2017,10498,Manual,6692,Petrol,30,55.0,1.3,toyota
 C-MAX,2016,11430,Automatic,4520,Diesel,20,64.2,1.5,ford
 GLE Class,2020,48980,Semi-Auto,3999,Diesel,145,36.7,2.0,merc
 Q3,2016,16637,Semi-Auto,48175,Petrol,145,47.9,1.4,audi
 2 Series,2019,18350,Manual,16606,Petrol,150,52.3,1.5,bmw
 A4,2017,13490,Manual,91212,Diesel,30,64.2,2.0,audi
 Fiesta,2009,3990,Manual,53583,Diesel,20,67.3,1.4,ford
 GLE Class,2019,43490,Semi-Auto,14026,Diesel,145,36.7,3.0,merc
 2 Series,2019,21950,Manual,5500,Petrol,145,42.2,1.5,bmw
 1 Series,2019,29950,Semi-Auto,10,Diesel,145,48.7,2.0,bmw
 Citigo,2017,6595,Manual,15669,Petrol,145,64.2,1.0,skoda
 Auris,2016,14790,Automatic,9675,Hybrid,0,78.5,1.8,toyota
 Q5,2019,37400,Semi-Auto,3764,Diesel,150,38.2,2.0,audi
 2 Series,2016,18999,Automatic,35159,Petrol,260,37.2,3.0,bmw
 A6,2013,15290,Semi-Auto,67636,Diesel,260,42.2,3.0,audi
 Octavia,2017,10798,Manual,38748,Petrol,145,54.3,1.4,skoda
 3 Series,2017,19450,Semi-Auto,31508,Diesel,150,62.8,2.0,bmw
 Corolla,2019,15991,Manual,10,Petrol,145,39.2,1.2,toyota
 2 Series,2017,18950,Automatic,23295,Petrol,200,39.8,3.0,bmw
 I20,2017,9295,Manual,23000,Petrol,145,58.9,1.2,hyundi
 C Class,2019,23740,Semi-Auto,13046,Diesel,145,61.4,2.0,merc
 I10,2017,7603,Manual,29488,Petrol,145,60.1,1.0,hyundi
 Aygo,2019,8490,Manual,9059,Petrol,145,57.7,1.0,toyota
 C Class,2019,37321,Automatic,50,Diesel,145,54.3,1.6,merc
 GT86,2017,16995,Manual,36100,Petrol,145,36.2,2.0,toyota
 GLC Class,2019,26000,Automatic,19424,Petrol,145,43.5,2.0,merc
 Octavia,2019,13980,Manual,13101,Diesel,150,67.3,1.6,skoda
 3 Series,2019,27780,Automatic,4586,Diesel,145,52.3,2.0,bmw
 I10,2018,8690,Manual,1500,Petrol,145,60.1,1.0,hyundi
 A6,2019,44950,Semi-Auto,8000,Diesel,150,35.8,3.0,audi
 A3,2014,13498,Manual,21238,Petrol,20,60.1,1.4,audi
 Q3,2016,19995,Automatic,13483,Diesel,160,50.4,2.0,audi
 Fiesta,2020,15750,Manual,52,Petrol,145,54.3,1.0,ford
 Octavia,2018,12449,Manual,25605,Diesel,145,68.9,1.6,skoda
 Kuga,2014,10999,Manual,42368,Diesel,200,47.9,2.0,ford
 Avensis,2014,3930,Manual,142000,Diesel,30,62.8,2.0,toyota
 Q3,2017,16500,Manual,36102,Petrol,145,49.6,1.4,audi
 EcoSport,2017,11990,Manual,3546,Diesel,30,64.2,1.5,ford
 EcoSport,2019,15000,Manual,9868,Petrol,145,53.3,1.0,ford
 Fiesta,2018,10000,Manual,7071,Petrol,145,60.1,1.0,ford
 CL Class,2019,25495,Semi-Auto,4255,Petrol,145,44.8,1.3,merc
 Focus,2014,7676,Manual,35201,Petrol,30,56.5,1.0,ford
 Focus,2019,17250,Manual,17500,Diesel,145,62.8,1.5,ford
 Fiesta,2013,7000,Manual,59650,Petrol,0,65.7,1.0,ford
 Auris,2014,12450,Automatic,46694,Hybrid,0,70.6,1.8,toyota
 GLC Class,2019,41900,Semi-Auto,9107,Diesel,145,40.4,2.0,merc
 Yeti,2016,8707,Manual,47219,Petrol,125,51.4,1.2,skoda
 Focus,2016,15995,Manual,29600,Diesel,20,67.3,2.0,ford
 Superb,2017,13699,Automatic,16755,Diesel,145,62.8,2.0,skoda
 Q2,2018,19500,Manual,15401,Petrol,145,52.3,1.4,audi
 Fiesta,2018,10995,Manual,14980,Petrol,145,65.7,1.0,ford
 Fiesta,2015,6991,Manual,51349,Petrol,0,65.7,1.0,ford
 Scala,2020,17490,Semi-Auto,50,Petrol,150,47.1,1.0,skoda
 C Class,2017,22990,Semi-Auto,15527,Diesel,145,67.3,2.1,merc
 Puma,2020,21999,Manual,1879,Petrol,145,50.4,1.0,ford
 A1,2015,9999,Manual,37847,Petrol,30,55.4,1.4,audi
 I20,2015,6900,Manual,37000,Petrol,30,55.4,1.2,hyundi
 E Class,2019,32500,Semi-Auto,513,Diesel,145,45.6,2.0,merc
 I30,2014,6798,Manual,42332,Petrol,150,47.1,1.4,hyundi
 C Class,2017,19250,Semi-Auto,23523,Diesel,125,60.1,2.1,merc
 GL Class,2017,26499,Automatic,8442,Diesel,145,56.5,2.1,merc
 GLA Class,2014,15500,Semi-Auto,21729,Diesel,30,62.8,2.1,merc
 A6,2016,12999,Automatic,77019,Diesel,145,47.9,2.0,audi
 GLC Class,2017,25998,Automatic,30859,Diesel,145,56.5,2.1,merc
 Fiesta,2016,7851,Manual,24437,Petrol,125,54.3,1.2,ford
 Corolla,2019,17990,Manual,6057,Petrol,145,39.2,1.2,toyota
 1 Series,2019,19598,Semi-Auto,11308,Diesel,145,67.3,2.0,bmw
 Mondeo,2017,12400,Automatic,63330,Hybrid,0,67.3,2.0,ford
 4 Series,2017,21998,Automatic,13941,Petrol,145,48.7,2.0,bmw
 A1,2020,25250,Semi-Auto,3999,Petrol,145,44.1,1.5,audi
 Octavia,2019,16495,Manual,3851,Diesel,145,55.4,1.6,skoda
 C-MAX,2017,11495,Manual,39254,Diesel,150,68.9,1.5,ford
 A5,2019,29495,Automatic,97,Diesel,145,51.4,2.0,audi
 Aygo,2016,7499,Manual,18695,Petrol,0,69.0,1.0,toyota
 Focus,2018,10500,Manual,28879,Petrol,145,60.1,1.0,ford
 C Class,2014,14399,Automatic,73598,Diesel,30,61.4,2.1,merc
 S-MAX,2017,20495,Manual,30478,Diesel,145,56.5,2.0,ford
 X3,2017,27947,Semi-Auto,33158,Diesel,200,47.1,3.0,bmw
 Q3,2017,18995,Semi-Auto,27057,Petrol,145,47.9,1.4,audi
 A Class,2019,25480,Semi-Auto,16,Diesel,145,56.5,2.0,merc
 Auris,2016,12495,Automatic,33487,Hybrid,0,78.5,1.8,toyota
 A3,2015,7000,Manual,112380,Diesel,0,74.3,1.6,audi
 Ioniq,2019,20500,Semi-Auto,1750,Hybrid,135,62.8,1.6,hyundi
 Tucson,2016,16980,Automatic,22764,Diesel,240,43.5,2.0,hyundi
 C Class,2016,17750,Semi-Auto,22090,Diesel,30,64.2,2.1,merc
 Yaris,2016,11795,Automatic,34767,Hybrid,0,78.5,1.5,toyota
 Auris,2017,11295,Automatic,11000,Petrol,150,61.4,1.2,toyota
 A Class,2019,22990,Automatic,5679,Diesel,145,65.7,1.5,merc
 CL Class,2017,15362,Manual,50743,Diesel,145,65.7,2.1,merc
 Fiesta,2018,10498,Manual,6188,Petrol,150,55.4,1.1,ford
 E Class,2019,44995,Semi-Auto,750,Diesel,145,47.1,3.0,merc
 Q2,2019,23997,Manual,3145,Diesel,145,46.3,1.6,audi
 Focus,2018,13490,Manual,17299,Diesel,145,74.3,1.5,ford
 KA,2013,4750,Manual,40000,Petrol,30,57.7,1.2,ford
 1 Series,2019,16450,Manual,7169,Diesel,145,72.4,1.5,bmw
 Tucson,2016,12298,Manual,35153,Diesel,30,61.7,1.7,hyundi
 Land Cruiser,2015,29795,Automatic,32364,Diesel,325,34.9,3.0,toyota
 Karoq,2018,20290,Manual,15029,Petrol,145,51.4,1.5,skoda
 Yaris,2019,14245,Manual,541,Petrol,150,47.9,1.5,toyota
 Fiesta,2014,7340,Manual,30000,Petrol,0,65.7,1.0,ford
 Focus,2018,15295,Manual,4544,Diesel,145,74.3,1.5,ford
 2 Series,2016,16495,Semi-Auto,23604,Petrol,30,55.4,1.5,bmw
 Fiesta,2018,10495,Manual,23444,Petrol,145,56.5,1.0,ford
 7 Series,2019,50980,Semi-Auto,7606,Diesel,145,44.8,3.0,bmw
 Tucson,2017,12000,Manual,2236,Petrol,160,44.8,1.6,hyundi
 5 Series,2016,12990,Automatic,80000,Diesel,30,62.8,2.0,bmw
 GLE Class,2020,67495,Semi-Auto,1500,Petrol,145,29.5,3.0,merc
 A Class,2016,17250,Semi-Auto,14000,Petrol,125,52.3,1.6,merc
 3 Series,2018,17799,Automatic,18506,Diesel,145,64.2,2.0,bmw
 I10,2017,7740,Manual,18036,Petrol,145,57.7,1.2,hyundi
 Octavia,2019,13990,Manual,12269,Petrol,145,55.4,1.5,skoda
 3 Series,2019,25690,Semi-Auto,21544,Petrol,145,42.2,2.0,bmw
 Octavia,2019,14990,Manual,17,Diesel,145,68.9,1.6,skoda
 A4,2014,7195,Manual,124460,Diesel,145,55.4,2.0,audi
 Fiesta,2019,12498,Manual,7941,Petrol,145,58.9,1.0,ford
 C Class,2015,16341,Semi-Auto,61691,Diesel,20,64.2,2.1,merc
 Kuga,2018,16499,Manual,10589,Diesel,145,54.3,1.5,ford
 3 Series,2016,17998,Semi-Auto,44888,Diesel,160,51.4,3.0,bmw
 1 Series,2016,14830,Semi-Auto,18095,Diesel,30,65.7,2.0,bmw
 Fabia,2020,14000,Manual,1500,Petrol,145,52.3,1.0,skoda
 X4,2019,38150,Automatic,9921,Diesel,145,42.8,2.0,bmw
 Q7,2017,35950,Semi-Auto,22668,Diesel,145,47.9,3.0,audi
 RS5,2019,55990,Automatic,7800,Petrol,145,29.7,2.9,audi
 Octavia,2015,14495,Semi-Auto,31580,Diesel,125,60.1,2.0,skoda
 Tucson,2018,12825,Manual,6816,Petrol,145,44.8,1.6,hyundi
 EcoSport,2015,7900,Manual,26000,Petrol,160,44.8,1.5,ford
 Kuga,2018,19000,Manual,16316,Diesel,145,54.3,2.0,ford
 Auris,2016,15400,Automatic,29640,Hybrid,0,78.5,1.8,toyota
 Kamiq,2020,19995,Manual,1562,Petrol,150,47.9,1.0,skoda
 3 Series,2016,16895,Automatic,46003,Diesel,160,51.4,3.0,bmw
 Tourneo Connect,2015,10298,Manual,28309,Diesel,125,58.9,1.6,ford
 Focus,2018,13799,Manual,14082,Petrol,145,57.7,1.0,ford
 Q2,2019,22896,Semi-Auto,2243,Petrol,145,40.9,1.5,audi
 Kuga,2016,13487,Automatic,53930,Diesel,150,52.3,2.0,ford
 A6,2016,20490,Automatic,33647,Diesel,150,56.5,2.0,audi
 Fiesta,2011,2995,Manual,94000,Diesel,20,68.9,1.4,ford
 Focus,2017,27497,Manual,1973,Petrol,235,36.7,2.3,ford
 CLS Class,2015,19995,Automatic,48126,Diesel,160,49.6,3.0,merc
 A3,2015,11992,Manual,57841,Petrol,30,57.6,1.4,audi
 A3,2019,17400,Manual,4557,Diesel,145,49.6,1.6,audi
 3 Series,2019,25560,Semi-Auto,3000,Diesel,145,62.8,2.0,bmw
 3 Series,2019,25888,Automatic,2258,Diesel,145,62.8,2.0,bmw
 Focus,2018,16998,Manual,31925,Diesel,145,67.3,2.0,ford
 1 Series,2017,23995,Semi-Auto,7409,Petrol,145,39.8,3.0,bmw
 Aygo,2017,6191,Manual,20741,Petrol,0,69.0,1.0,toyota
 IX20,2011,5490,Manual,22000,Petrol,125,50.4,1.4,hyundi
 A4,2011,15888,Automatic,74000,Petrol,325,29.4,3.0,audi
 I30,2015,6498,Manual,40237,Diesel,0,78.4,1.6,hyundi
 Kuga,2017,15490,Manual,34442,Diesel,125,60.1,2.0,ford
 KA,2015,4698,Manual,19502,Petrol,30,57.7,1.2,ford
 3 Series,2017,18000,Automatic,12099,Diesel,145,64.2,2.0,bmw
 Focus,2019,15990,Manual,8000,Petrol,150,60.1,1.0,ford
 B-MAX,2016,7995,Automatic,25109,Petrol,160,44.1,1.6,ford
 B-MAX,2017,10800,Manual,31017,Petrol,145,57.7,1.0,ford
 I10,2016,6491,Manual,15362,Petrol,20,60.1,1.0,hyundi
 Fiesta,2014,6897,Manual,27361,Petrol,0,65.7,1.0,ford
 Focus,2016,8795,Manual,49286,Petrol,20,60.1,1.0,ford
 4 Series,2019,39995,Automatic,10,Diesel,145,50.4,3.0,bmw
 Fiesta,2017,10490,Automatic,14254,Petrol,0,57.7,1.0,ford
 Superb,2020,33990,Semi-Auto,3500,Hybrid,135,188.3,1.4,skoda
 Fiesta,2016,10698,Manual,22141,Diesel,0,78.5,1.5,ford
 Fiesta,2018,14290,Manual,13263,Petrol,150,65.7,1.0,ford
 Q3,2016,19000,Manual,28186,Diesel,145,52.3,2.0,audi
 C Class,2019,23490,Semi-Auto,10530,Petrol,145,46.3,1.5,merc
 E Class,2019,34980,Semi-Auto,2003,Diesel,145,57.7,2.0,merc
 1 Series,2016,9899,Manual,47325,Diesel,0,83.1,1.5,bmw
 Mondeo,2014,5995,Manual,57304,Diesel,20,65.7,1.6,ford
 A3,2017,13875,Manual,26709,Diesel,20,70.6,1.6,audi
 E Class,2018,20800,Automatic,30818,Diesel,150,72.4,2.0,merc
 Kuga,2017,13998,Manual,35448,Diesel,150,60.1,2.0,ford
 Focus,2019,16499,Manual,7642,Diesel,145,74.3,1.5,ford
 Citigo,2017,7875,Manual,15660,Petrol,20,64.2,1.0,skoda
 Fiesta,2015,7791,Manual,17456,Petrol,125,54.3,1.2,ford
 4 Series,2019,23750,Semi-Auto,2791,Petrol,145,45.6,2.0,bmw
 Z4,2019,38850,Semi-Auto,1561,Petrol,150,33.2,3.0,bmw
 Kuga,2019,21450,Manual,2723,Petrol,145,35.3,1.5,ford
 C Class,2017,17280,Semi-Auto,42294,Diesel,145,64.2,2.1,merc
 Yaris,2019,11850,Manual,3160,Petrol,145,47.9,1.5,toyota
 Fiesta,2013,4990,Manual,66175,Diesel,0,85.6,1.6,ford
 A Class,2016,13995,Semi-Auto,66000,Diesel,20,68.9,2.1,merc
 Fabia,2019,13850,Manual,5501,Petrol,150,60.1,1.0,skoda
 IX20,2019,14989,Automatic,2122,Petrol,145,34.5,1.6,hyundi
 Yaris,2019,14275,Automatic,10582,Hybrid,140,76.3,1.5,toyota
 A5,2020,31690,Semi-Auto,3360,Diesel,145,50.4,2.0,audi
 Fiesta,2017,7798,Manual,11085,Petrol,125,54.3,1.2,ford
 5 Series,2016,17998,Automatic,28695,Diesel,145,53.3,3.0,bmw
 A1,2016,13350,Manual,6828,Petrol,0,67.3,1.0,audi
 1 Series,2017,20995,Semi-Auto,31544,Petrol,145,39.8,3.0,bmw
 A5,2019,34990,Automatic,2302,Petrol,145,36.7,2.0,audi
 Citigo,2017,7259,Manual,22600,Petrol,145,64.2,1.0,skoda
 Grand Tourneo Connect,2016,13482,Manual,21862,Diesel,30,64.2,1.5,ford
 A6,2013,11999,Automatic,81459,Diesel,145,55.4,2.0,audi
 A1,2016,13498,Manual,21160,Petrol,30,55.4,1.4,audi
 Aygo,2019,8690,Manual,9529,Petrol,150,56.5,1.0,toyota
 I10,2018,8490,Manual,14597,Petrol,145,60.1,1.0,hyundi
 Citigo,2015,5600,Manual,17515,Petrol,20,62.8,1.0,skoda
 M4,2018,36440,Automatic,16000,Petrol,150,34.0,3.0,bmw
 Q3,2019,25750,Manual,4750,Petrol,145,40.9,1.5,audi
 A Class,2016,13399,Manual,15307,Petrol,125,51.4,1.6,merc
 Fiesta,2015,7490,Manual,42204,Petrol,0,65.7,1.0,ford
 Fabia,2019,14990,Manual,2000,Petrol,145,52.3,1.0,skoda
